time / s,Au,Au(I)Cl2-,Au(II)Cl4^2-,Au(III)Cl4-,Au2Cl6^2-,Cl,Cl-,Cl2,Cl2-,Cl2O,Cl2O2,Cl2O3,Cl2O4,Cl3-,ClO,ClO-,ClO2,ClO2-,ClO3,ClO3-,ClOH-,H,H+,H2,H2O,H2O2,HCl,HClO,HClO2,HO2,HO2-,HO3,O,O-,O2,O2-,O3,O3-,O4,OH,OH-,eh-
3.813577675611904e-08,8.387816646782774e-18,4.3609760519901e-15,6.255497202052613e-05,0.009937433735309347,5.646332883008099e-09,1.3676573281415695e-12,1.1290245086035139e-08,4.894838667218121e-25,1.1440604487173227e-18,5.39196031773551e-132,2.5329489361557157e-61,2.2481578348020256e-100,7.822039368564611e-121,1.55176071162844e-35,8.976291117574621e-32,6.22688185647077e-31,2.610076303661982e-70,2.107141679154346e-64,1.0276832519621677e-90,9.58201085613405e-66,1.0617753170765285e-12,3.266554682614558e-05,0.010070943839346931,4.0785642561775743e-05,55.55981243757168,1.9571594392988242e-05,5.510916571737947e-19,1.6152002948526253e-29,7.294906154066496e-65,8.597134502957199e-06,5.351148306030088e-10,2.455702700752491e-17,3.592005647330379e-16,5.045498085735949e-10,0.0002493774276393051,8.260603581489019e-08,2.2249163613485153e-15,4.824808075931456e-13,4.856079714973917e-126,0.00014052649741896404,1.8768284673820606e-06,6.417101369240427e-06
3.847937557397258e-08,8.867154979916335e-18,4.557880653854828e-15,6.331570619018445e-05,0.0099366726064618,5.843671728979413e-09,1.4414487759496538e-12,1.1684802492947954e-08,5.490712576902313e-25,1.2602761540431498e-18,7.568566683389165e-132,2.9822748378880447e-61,2.927196118831934e-100,1.0546228619307728e-120,1.9009340317097047e-35,9.713340316751758e-32,6.521591674931343e-31,3.1199923616480926e-70,2.4957794591235813e-64,1.2713352978124792e-90,1.1356532853116066e-65,1.108664368287276e-12,3.2718648817408593e-05,0.010071704085539876,4.118926351654066e-05,55.55981077673957,1.976535870888223e-05,5.760117433227649e-19,1.7249346843368895e-29,8.661576140643517e-65,8.689861384964063e-06,5.398303740287462e-10,2.55219305494787e-17,3.658303676568353e-16,5.089419182083815e-10,0.0002493107120840814,8.283257870505366e-08,2.284980571712756e-15,4.866451739907293e-13,6.596858747514408e-126,0.00014174731988188642,1.8768198666205304e-06,6.415991734286253e-06
3.882297439182612e-08,9.368684168075495e-18,4.761625927760814e-15,6.40773707602574e-05,0.009935910537608953,6.045813013317576e-09,1.5184383903909446e-12,1.2088960021281634e-08,6.152266429052286e-25,1.3869846903219308e-18,1.0600796163995782e-131,3.5082509187208086e-61,3.804855065967178e-100,1.4189334974099079e-120,2.3241243226575405e-35,1.0507744216083429e-31,6.827136842423411e-31,3.7251384301200994e-70,2.952914709976034e-64,1.5702281653782718e-90,1.3444887406406554e-65,1.1571243139542884e-12,3.277035642475347e-05,0.010072465286852027,4.159295295459404e-05,55.55980911615981,1.9959571628219883e-05,6.018002790508104e-19,1.842259379163228e-29,1.0272329694686362e-64,8.782587133706117e-06,5.445483580308327e-10,2.6514365696180295e-17,3.7252446235612757e-16,5.133279046138413e-10,0.0002492439719360691,8.305931566218698e-08,2.3460716264758286e-15,4.908017693324571e-13,8.941287812440325e-126,0.00014296704695367665,1.8768081500419155e-06,6.414900141869787e-06
3.916657320967966e-08,9.89318873444457e-18,4.972377193369533e-15,6.483993894169499e-05,0.009935147555412608,6.252820361421769e-09,1.5987303881198012e-12,1.2502844782522532e-08,6.8859897161686525e-25,1.5250154947240146e-18,1.4817020899554494e-131,4.1235983390516094e-61,4.93760596277117e-100,1.9052285890295583e-120,2.8360682201880854e-35,1.136398011789126e-31,7.1438015807445155e-31,4.442637311062507e-70,3.4901783222368e-64,1.9363729015751526e-90,1.5900494734508893e-65,1.2071905815210175e-12,3.2820705360707215e-05,0.010073227416227508,4.199670799147283e-05,55.5598074558325,2.015423641303526e-05,6.284784481364618e-19,1.9677531695527534e-29,1.2169018907346886e-64,8.875308834597797e-06,5.492686923215968e-10,2.7534816283531712e-17,3.7928298048083506e-16,5.177090264511035e-10,0.00024917721014452445,8.328623282720247e-08,2.40819653406975e-15,4.949503730336143e-13,1.2092188638047582e-125,0.00014418567191864677,1.8767933968796837e-06,6.413826131477334e-06
3.95101720275332e-08,1.0441472175022524e-17,5.190301938183684e-15,6.560338463032373e-05,0.009934383685849613,6.464757435722484e-09,1.6824312190421147e-12,1.2926583959607087e-08,7.698939359377883e-25,1.6752542519222291e-18,2.066896279232587e-131,4.8431235530331094e-61,6.397591931480849e-100,2.5531867044147226e-120,3.454248556741334e-35,1.2286896909851195e-31,7.4718745961838005e-31,5.2925965517836484e-70,4.12112696953359e-64,2.3842954236572024e-90,1.8785630791956738e-65,1.2588989820286074e-12,3.2869730428352724e-05,0.010073990447305775,4.240052581736507e-05,55.559805795757676,2.034935631177645e-05,6.560677271448573e-19,2.10204296019789e-29,1.4400462111352263e-64,8.968023640900367e-06,5.539912883458974e-10,2.858376904230182e-17,3.861060547431084e-16,5.220858646694633e-10,0.0002491104295916722,8.351331668776003e-08,2.4713622360188442e-15,4.990908646651855e-13,1.6318569589587505e-125,0.00014540318808938592,1.8767756850012354e-06,6.412769254674526e-06
3.985377084538674e-08,1.1014357195727801e-17,5.415569818513319e-15,6.636768238943822e-05,0.00993361895422928,6.681687932338217e-09,1.7696495864784968e-12,1.3360304800212608e-08,8.598782897390931e-25,1.8386460735315857e-18,2.8777262286434883e-131,5.6840617155920407e-61,8.276897266345249e-100,3.415057375021963e-120,4.199371866353129e-35,1.3281747929947719e-31,7.811649106733518e-31,6.298628183949802e-70,4.8615589543682015e-64,2.931546617987534e-90,2.217287950712112e-65,1.3122857125324832e-12,3.291746554438349e-05,0.010074754354403985,4.280440369520665e-05,55.55980413593542,2.054493455928737e-05,6.845898867639051e-19,2.2458077362074923e-29,1.7023586902551344e-64,9.060728772030668e-06,5.587160589858662e-10,2.9661713565561976e-17,3.929938189120775e-16,5.264576040104787e-10,0.00024904363309436096,8.374055406969983e-08,2.535575637718975e-15,5.032233543919745e-13,2.1976653740846955e-125,0.0001466195888075028,1.8767550917370174e-06,6.411729074783831e-06
4.019736966324028e-08,1.1612685949768232e-17,5.6483526603391935e-15,6.713280743277985e-05,0.009932853385210416,6.9036755778394e-09,1.8604964675087147e-12,1.3804134610272543e-08,9.593844463664961e-25,2.016198821156383e-18,3.9993701443374476e-131,6.666477557717162e-61,1.0692979552194105e-99,4.5595656031636854e-120,5.095922801509508e-35,1.4354226739895714e-31,8.163422869551076e-31,7.488461522335262e-70,5.729882065582197e-64,3.5993158450427226e-90,2.6146823802678026e-65,1.367387348348408e-12,3.29639437616466e-05,0.01007551911249955,4.3208338958820786e-05,55.5598024763658,2.0740974376788514e-05,7.140669932043318e-19,2.399782824369204e-29,2.010476055423347e-64,9.153421511908087e-06,5.634429195472393e-10,3.0769142289085e-17,3.999464078085866e-16,5.308238167429408e-10,0.0002489768234056824,8.396793212835608e-08,2.600843617875847e-15,5.073479017194756e-13,2.9537431891860784e-125,0.00014783486744187065,1.8767316920036166e-06,6.4107051665729625e-06
4.054096848109382e-08,1.2237320275061865e-17,5.88882446007306e-15,6.789873560791884e-05,0.009932087002817938,7.130784126123344e-09,1.955085133031773e-12,1.4258200747710873e-08,1.0693153690803683e-24,2.20898657682707e-18,5.548602670719448e-131,7.813733368126421e-61,1.3795561000931294e-99,6.077001658202665e-120,6.172806835194538e-35,1.5510506027211057e-31,8.527498208657647e-31,8.894647851443858e-70,6.747542257506447e-64,4.4131659524451425e-90,3.0806015763709157e-65,1.424240838490775e-12,3.3009197291152384e-05,0.010076284697213212,4.361232901110221e-05,55.55980081704889,2.0937478971858472e-05,7.445214096673044e-19,2.564764468387026e-29,2.3721339342343456e-64,9.246099207341248e-06,5.681717884047038e-10,3.1906550475581655e-17,4.0696395729991967e-16,5.351849471494287e-10,0.00024891000321655205,8.419543833983329e-08,2.667173010375239e-15,5.114644263651846e-13,3.9622752051272275e-125,0.00014904901738817104,1.8767055578340328e-06,6.409697115949608e-06
4.088456729894736e-08,1.2889141931450261e-17,6.1371613852101015e-15,6.866544338007478e-05,0.009931319830459074,7.363077355406225e-09,2.0535311674123836e-12,1.4722630616404628e-08,1.1906497705943179e-24,2.418153265804954e-18,7.685352942681246e-131,9.153035681524394e-61,1.7775363604875662e-99,8.085850840238094e-120,7.464094438893349e-35,1.675727989739109e-31,8.904182042821895e-31,1.0555385014747932e-69,7.939523444156446e-64,5.4039123695549475e-90,3.6265273183554806e-65,1.4828835074672581e-12,3.305325752350418e-05,0.010077051084792699,4.401637132224989e-05,55.55979915798474,2.113445153841574e-05,7.759757978836235e-19,2.7416147390836396e-29,2.7963473781496166e-64,9.338759266457394e-06,5.72902586382589e-10,3.307443619102344e-17,4.140466042945222e-16,5.395412377473836e-10,0.00024884317515724787,8.442306049263244e-08,2.7345705906275977e-15,5.155728725031675e-13,5.305253993272725e-125,0.00015026203206999796,1.8766767595918728e-06,6.408704519662938e-06
4.12281661168009e-08,1.3569052837702498e-17,6.393541774875878e-15,6.94329078163705e-05,0.009930551890939101,7.60061906532917e-09,2.1559524879792435e-12,1.5197551660376403e-08,1.3244476386415313e-24,2.6449164372521644e-18,1.0628452028493802e-130,1.0716074332963373e-60,2.287519310494695e-99,1.0741430589602214e-119,9.009881655756551e-35,1.8101809842150492e-31,9.29378591362644e-31,1.2515493747300538e-69,9.334930393138475e-64,6.608675789613163e-90,4.265835742057739e-65,1.5433530554357552e-12,3.309615504975505e-05,0.010077818252096743,4.442046342804742e-05,55.55979749917342,2.133189525669913e-05,8.084531197297435e-19,2.9312668010580644e-29,3.2936212757093646e-64,9.43139915717389e-06,5.776352359342014e-10,3.427330027483994e-17,4.2119448673671947e-16,5.438923958252889e-10,0.0002487763417989078,8.465078667971125e-08,2.8030430824461584e-15,5.196732681292892e-13,7.090651036561171e-125,0.00015147390493922767,1.876645366380946e-06,6.407726985014773e-06
4.157176493465444e-08,1.427797530843861e-17,6.6581461402753285e-15,7.020110657048743e-05,0.009929783206476701,7.843473074170724e-09,2.2624693644637552e-12,1.5683091358203697e-08,1.4718561041754406e-24,2.890571207989253e-18,1.4677082182862692e-130,1.253976978588903e-60,2.940400808680448e-99,1.424713970933226e-119,1.0857283827365386e-34,1.9551974679027846e-31,9.696626013754418e-31,1.4827565112214232e-69,1.096766876067314e-63,8.072143694567429e-90,5.01410968406447e-65,1.6056875543547572e-12,3.31379196817334e-05,0.010078586176579443,4.482460292818775e-05,55.559795840614996,2.1529813293246503e-05,8.419766389264482e-19,3.1347305575230346e-29,3.876195670009093e-64,9.524016405709018e-06,5.823696613118481e-10,3.550364631327602e-17,4.2840774360142816e-16,5.482382317219495e-10,0.0002487095056549892,8.487860529073434e-08,2.8725971678313424e-15,5.237656296219016e-13,9.460474663378946e-125,0.00015268462947542113,1.8766114454016548e-06,6.406764129579986e-06
4.1915363752507976e-08,1.5016852291027417e-17,6.931157165049786e-15,7.09700178677011e-05,0.00992901379871893,8.091703216160464e-09,2.3732044382252437e-12,1.6179377217630005e-08,1.6341156690770108e-24,3.1564943742774716e-18,2.0239982092585467e-130,1.4667147340474216e-60,3.775476908320288e-99,1.8869099582060672e-119,1.3061581412977653e-34,2.1116324770715186e-31,1.0113023215523402e-30,1.7553302091348565e-69,1.2877238766419525e-63,9.848081258383697e-90,5.889503136472609e-65,1.6699254448820016e-12,3.317858047186618e-05,0.010079354836275038,4.522878748463978e-05,55.55979418230953,2.172820880087299e-05,8.765699228258003e-19,3.3530986961557305e-29,4.5583318660659305e-64,9.616608595130081e-06,5.871057891277415e-10,3.6765980618475104e-17,4.356865148888596e-16,5.525788828119243e-10,0.0002486426691826922,8.510650500439081e-08,2.9432394856481062e-15,5.278499238238507e-13,1.260128480279159e-124,0.00015389419918564236,1.8765750617556358e-06,6.4058155809338436e-06
4.2258962570361516e-08,1.5786647602417247e-17,7.212759705544515e-15,7.173962049029251e-05,0.00992824368875581,8.34537333889208e-09,2.4882827412026926e-12,1.6686536770372674e-08,1.812566811246406e-24,3.4441486966906853e-18,2.787520251783856e-130,1.7148360113949014e-60,4.842708035029969e-99,2.4955197928827495e-119,1.5687539384834938e-34,2.2804140856224225e-31,1.0543303099668895e-30,2.0765093684521263e-69,1.5109661870197106e-63,1.2001140015705834e-89,6.913166677448619e-65,1.736105535734606e-12,3.3218165732504956e-05,0.010080124209783124,4.5633014820056405e-05,55.55979252425709,2.192708491864948e-05,9.122568442918145e-19,3.587553160318899e-29,5.356646242605426e-64,9.709173363938266e-06,5.918435482418783e-10,3.806081220841303e-17,4.4303094161921496e-16,5.56914435274105e-10,0.0002485758347843471,8.533447478088952e-08,3.0149766267287687e-15,5.319261242494289e-13,1.6757904884574597e-124,0.00015510260760488032,1.876536278901547e-06,6.404880976385934e-06
4.2602561388215055e-08,1.658834616585498e-17,7.503140790988588e-15,7.250989376333413e-05,0.009927472897134554,8.604547300834559e-09,2.6078317146819724e-12,1.7204697567127462e-08,2.0086569860118597e-24,3.755087363458816e-18,3.834421613093372e-130,2.0041886564252537e-60,6.2055919094964034e-99,3.2959848714512946e-119,1.8810924515436519e-34,2.4625497853578163e-31,1.0987795984375131e-30,2.454786706891428e-69,1.7718563150213469e-63,1.4609023175357323e-89,8.109744269205517e-65,1.8042670027049897e-12,3.3256703054756876e-05,0.01008089427625422,4.6037282716223845e-05,55.55979086645773,2.2126444771880683e-05,9.490615836805525e-19,3.839372071299815e-29,6.290499877200754e-64,9.801708404690084e-06,5.965828692716146e-10,3.938865278429942e-17,4.504411658273739e-16,5.612447759201836e-10,0.00024850900480876596,8.55625038547117e-08,3.0878151337796395e-15,5.359942350805253e-13,2.225129137457182e-124,0.00015630984829624427,1.8764951588601734e-06,6.403959962721746e-06
4.2946160206068595e-08,1.742295424749609e-17,7.802489623590234e-15,7.328081754084136e-05,0.00992670144387341,8.869288968938496e-09,2.7319812279171527e-12,1.773398717276508e-08,2.223948043484545e-24,4.090958637838518e-18,5.268555932326707e-130,2.3415932837440585e-60,7.944809304166612e-99,4.3476174065456913e-119,2.252024798156563e-34,2.659133401872019e-31,1.1446836954562491e-30,2.9001264774866273e-69,2.076643600797789e-63,1.7765078111819884e-89,9.507953608180376e-65,1.8744493861353943e-12,3.329421932683206e-05,0.010081665015375689,4.644158901255113e-05,55.559789208911525,2.2326291472082218e-05,9.870086309257423e-19,4.109937128368598e-29,7.382453487007201e-64,9.894211462654543e-06,6.013236845349164e-10,4.0750016706861163e-17,4.579173305575764e-16,5.655698161113498e-10,0.00024844218155255975,8.579058172756986e-08,3.1617615031926897e-15,5.400542575621534e-13,2.9501807637353432e-124,0.00015751591485079015,1.8764517620150254e-06,6.4030521959518855e-06
4.3289759023922135e-08,1.8291499692929858e-17,8.110997578551555e-15,7.405237219227673e-05,0.00992592934847517,9.139662216333885e-09,2.860863596552799e-12,1.827453316171073e-08,2.4601240820192358e-24,4.4535106950801016e-18,7.231505463839528e-130,2.735007548661254e-60,1.0162850509428297e-98,5.727781970200144e-119,2.691876416557877e-34,2.871352586902867e-31,1.1920765891448122e-30,3.4242201807925583e-69,2.432612045133091e-63,2.158139998480946e-89,1.1141264327238795e-64,1.946692588499992e-12,3.333074075192503e-05,0.010082436407358009,4.6845931604598345e-05,55.55978755161853,2.2526628116956977e-05,1.0261227877363165e-18,4.4007415147296837e-29,8.658798827816756e-64,9.986680334504826e-06,6.060659282995373e-10,4.214542097378926e-17,4.654595798580964e-16,5.69889589065696e-10,0.00024837536726142164,8.601869816152684e-08,3.2368221850227866e-15,5.441061746218306e-13,3.905952076093103e-124,0.00015872080088747518,1.8764061470488796e-06,6.402157341067997e-06
4.3670275045961826e-08,1.929423626147409e-17,8.463574607046957e-15,7.490753788709067e-05,0.009925073570636407,9.445734014164239e-09,3.0092793752897417e-12,1.8886446591109064e-08,2.7482448958477838e-24,4.888394592668994e-18,1.0258079186987652e-129,3.2473277259892806e-60,1.3336480874973984e-98,7.762539610870591e-119,3.27401499345421e-34,3.1261812444765707e-31,1.2463405181020178e-30,4.113185692353182e-69,2.8968619567463973e-63,2.6741777444333053e-89,1.3271780455500132e-64,2.0291513226620165e-12,3.3370056061123206e-05,0.010083291418380535,4.729375775835114e-05,55.55978571655696,2.274906494446257e-05,1.0708317881419059e-18,4.748362709520794e-29,1.0324657754146616e-63,1.0089041822808045e-05,6.113192816964146e-10,4.3731102385166476e-17,4.738894810411802e-16,5.746673471296172e-10,0.00024830138737313756,8.627135699209871e-08,3.3212556630435534e-15,5.485839677189802e-13,5.321319966660435e-124,0.0001600537579344589,1.876353111755844e-06,6.40118101376653e-06
4.405079106800152e-08,2.0341339688048995e-17,8.827888063205385e-15,7.57634285757412e-05,0.009924217053660124,9.758877647909197e-09,3.1638516361454403e-12,1.951249492739167e-08,3.0668732741180814e-24,5.360950875545839e-18,1.4535780430620633e-129,3.854627217183381e-60,1.7485692765718594e-98,1.0506055525020933e-118,3.9746507431936195e-34,3.4036807148173027e-31,1.302520151737199e-30,4.937693318279419e-69,3.44789914035013e-63,3.3099285235162754e-89,1.580097179315877e-64,2.1142420931276923e-12,3.3408216315854825e-05,0.010084147180981296,4.7741623205908844e-05,55.559783881806105,2.2972110605042767e-05,1.1170375416869296e-18,5.125163575641421e-29,1.2303317811584415e-63,1.0191355890040234e-05,6.165742246009492e-10,4.53598786584625e-17,4.824008066250901e-16,5.794386352495841e-10,0.000248227424085424,8.652403766834213e-08,3.407072249745479e-15,5.530517922953135e-13,7.238153709180476e-124,0.00016138525078051119,1.8762975017620468e-06,6.400219691070046e-06
4.443130709004121e-08,2.1434300764884606e-17,9.204207201606551e-15,7.662001969323941e-05,0.00992335982193779,1.0079179877304439e-08,3.324770755870483e-12,2.015285144445607e-08,3.4188991504555404e-24,5.874029353029331e-18,2.0577127487522317e-129,4.5745505734969337e-60,2.290721237344091e-98,1.4201225571761351e-118,4.8164159725677895e-34,3.7059441297886227e-31,1.3606637389908366e-30,5.924101314414688e-69,4.10181174689252e-63,4.092507434029144e-89,1.8802737011402807e-64,2.2020206357109787e-12,3.344525431771438e-05,0.01008500367041055,4.81895253174754e-05,55.55978204736604,2.3195769246478698e-05,1.1647750942746516e-18,5.533730295210511e-29,1.4652800489194487e-63,1.029361975311887e-05,6.218306753037841e-10,4.703246311348357e-17,4.909937565191629e-16,5.842033810187674e-10,0.00024815348024078364,8.677672734388417e-08,3.4942805057004268e-15,5.575096446841277e-13,9.830703053049919e-124,0.0001627152708798296,1.8762393905240678e-06,6.399272954439238e-06
4.48118231120809e-08,2.2574644240618773e-17,9.592804544155312e-15,7.747728736987544e-05,0.009922501899165603,1.0406727458207994e-08,3.492230904321661e-12,2.080768940412438e-08,3.8074541108409025e-24,6.430664125748562e-18,2.910379368652934e-129,5.428059656827122e-60,2.998763390032669e-98,1.9173263515058472e-118,5.825986074360785e-34,4.035264405306935e-31,1.4208202694621113e-30,7.103892830431738e-69,4.877682117908773e-63,5.055076421317267e-89,2.2364715119658292e-64,2.292543219543164e-12,3.3481201943982505e-05,0.010085860862624129,4.863746153899168e-05,55.55978021323685,2.3420044995620944e-05,1.2140799767796765e-18,5.976876314145665e-29,1.7441898610685217e-63,1.0395830698527384e-05,6.270885545185453e-10,4.874957290322425e-17,4.996685321090346e-16,5.889615526669138e-10,0.0002480795586127409,8.702941352322649e-08,3.582888921373615e-15,5.61957515376707e-13,1.3332867678677734e-123,0.00016404380972908392,1.876178849344322e-06,6.3983403974019494e-06
4.519233913412059e-08,2.3763929213555907e-17,9.993955879479937e-15,7.833520841159705e-05,0.009921643308364116,1.0741607139494845e-08,3.6664300734010124e-12,2.1477182049906764e-08,4.2359289185269606e-24,7.034083469123637e-18,4.113187518675758e-129,6.44006727578094e-60,3.9230626184540005e-98,2.5857375295523348e-118,7.0347525434901205e-34,4.3941531081680446e-31,1.483039478603721e-30,8.514680192910055e-69,5.798151200716594e-63,6.2381815716310905e-89,2.659087189194842e-64,2.385866643848525e-12,3.351609017363174e-05,0.010086718734263513,4.908542938999796e-05,55.55977837941862,2.3644941958347232e-05,1.2649882098807183e-18,6.457660827030236e-29,2.0752198254176696e-63,1.0497986080415448e-05,6.323477854627095e-10,5.05119289794992e-17,5.084253362476974e-16,5.937131339000747e-10,0.0002480056619077076,8.728208405177822e-08,3.672905916683966e-15,5.663953927574591e-13,1.805838909006768e-123,0.0001653708588675439,1.876115947459059e-06,6.397421625201362e-06
4.557285515616028e-08,2.5003749524780927e-17,1.0407940262218682e-14,7.919376028092467e-05,0.009920784071897332,1.1083905660086029e-08,3.847570105639817e-12,2.216150260103418e-08,4.707992092888847e-24,7.687720127088728e-18,5.809181475189069e-129,7.640192098239121e-60,5.1292360574484513e-98,3.483563651980851e-118,8.479598494453393e-34,4.785360965868483e-31,1.5473718529793479e-30,1.020140631686817e-68,6.890090089945177e-63,7.691384215400258e-89,3.160457659010128e-64,2.482048234787761e-12,3.354994911262269e-05,0.010087577262636446,4.953342646155525e-05,55.559776545911426,2.3870464219519806e-05,1.3175363091780784e-18,6.979408563227797e-29,2.468048309884709e-63,1.0600083318751734e-05,6.376082937040963e-10,5.232025605915564e-17,5.172643732465419e-16,5.984581207555065e-10,0.00024793179276679704,8.75347271061842e-08,3.764339842113527e-15,5.708232640645074e-13,2.4427798651026803e-123,0.00016669640987718775,1.87605075210101e-06,6.396516254454402e-06
4.595337117819997e-08,2.6295734151124367e-17,1.083504001219554e-14,8.005292107840654e-05,0.00991992421149125,1.1433709746111994e-08,4.035856722416009e-12,2.2860824246759947e-08,5.227609618138692e-24,8.395222038627013e-18,8.199740868466345e-129,9.063659939091719e-60,6.702773094035376e-98,4.688623109527955e-118,1.0203792764264117e-33,5.211900180525449e-31,1.6138686355877393e-30,1.2217788632909183e-68,8.185400462613143e-63,9.47525367975797e-89,3.755226855002379e-64,2.581145842387178e-12,3.358280801848652e-05,0.010088436425698106,4.998145041422577e-05,55.55977471271535,2.4096615842942256e-05,1.3717612906179595e-18,7.54573097827407e-29,2.934159884035123e-63,1.0702119897529473e-05,6.428700071217077e-10,5.41752825911302e-17,5.261858488663834e-16,6.031964776952788e-10,0.0002478579537675871,8.778733118491728e-08,3.8571989781347256e-15,5.75241121821655e-13,3.300441503205725e-123,0.00016802045438285367,1.875983328604405e-06,6.395623912820347e-06
4.6333887200239664e-08,2.7641547597972145e-17,1.127554071348874e-14,8.091266952460485e-05,0.009919063748251886,1.1791106108207579e-08,4.231499551811948e-12,2.3575320140925094e-08,5.799065846156506e-24,9.160463513892631e-18,1.1568466229604428e-128,1.0752380834317553e-59,8.755087485188106e-98,6.30494557138441e-118,1.225801990933725e-33,5.677068707310297e-31,1.682581831256805e-30,1.4628065982451348e-68,9.72197033647104e-63,1.166381380402468e-88,4.4607834574269545e-64,2.683217837246511e-12,3.361469532420514e-05,0.010089296202032813,5.042949897611164e-05,55.55977287983048,2.4323400871316025e-05,1.427700676243607e-18,8.160548947087917e-29,3.4871872149332283e-63,1.0804093363023953e-05,6.481328557773242e-10,5.607774072343573e-17,5.351899703084722e-16,6.079281689127901e-10,0.00024778414742583263,8.803988509915642e-08,3.951491535218082e-15,5.796489589556598e-13,4.4542598843426786e-123,0.00016934298405231845,1.875913740426901e-06,6.3947442386795725e-06
4.6714403222279356e-08,2.9042890291951434e-17,1.1729731213397485e-14,8.177298494259445e-05,0.00991820270268278,1.2156181438930082e-08,4.434712156109734e-12,2.430516339677036e-08,6.426985643541575e-24,9.987556869946789e-18,1.6314708104432288e-128,1.275623374251501e-59,1.1431366175194897e-97,8.471507338562298e-118,1.4701564168416874e-33,6.184476604289046e-31,1.7535642121084982e-30,1.7509030531442983e-68,1.1544810470652332e-62,1.434750305412783e-88,5.2977812563685186e-64,2.7883231071807215e-12,3.364563866141379e-05,0.01009015657083625,5.0877569940949634e-05,55.5597710472569,2.4550823326196435e-05,1.4853925002857167e-18,8.828117024857758e-29,4.1433173239438626e-63,1.0906001322100083e-05,6.533967718849186e-10,5.802836627055584e-17,5.442769462054875e-16,6.126531735759298e-10,0.0002477103761971288,8.82923779639327e-08,4.047225653806103e-15,5.840467664092238e-13,6.0051746647855284e-123,0.0001706639905963941,1.875842049187076e-06,6.393876880822001e-06
4.709491924431905e-08,3.050149897346727e-17,1.2197903621314024e-14,8.263384724095019e-05,0.009917341094702012,1.2529022410297012e-08,4.645712058923211e-12,2.5050527081987762e-08,7.116357834832593e-24,1.088086453628981e-17,2.30009154557761e-128,1.5134600579166452e-59,1.492083242672492e-97,1.137391615723296e-117,1.7603668447077e-33,6.738074641910376e-31,1.8268693230986714e-30,2.0952533571880508e-68,1.3707411224251752e-62,1.7636801204021937e-88,6.290760357550936e-64,2.89652105397519e-12,3.3675664882957466e-05,0.010091017511898184,5.1325661166259485e-05,55.55976921499469,2.4778887207948424e-05,1.5448753156122211e-18,9.553049375999932e-29,4.921776447938304e-63,1.1007841440567747e-05,6.586616897878363e-10,6.002789868119174e-17,5.534469866125163e-16,6.17371472025489e-10,0.00024763664247852803,8.854479918953077e-08,4.1444094043082825e-15,5.884345353030236e-13,8.088190014464046e-123,0.00017198346576905528,1.8757683147318468e-06,6.3930214981446574e-06
4.747543526635874e-08,3.201914708909136e-17,1.268035330750535e-14,8.349523689721018e-05,0.009916478943658746,1.290971567143934e-08,4.864720771969423e-12,2.5811584214003532e-08,7.872560004487155e-24,1.1845011644281337e-17,3.241959699454071e-128,1.7958198216589798e-59,1.9470185756384864e-97,1.526005192581787e-117,2.1045092287140563e-33,7.342185345061967e-31,1.9025514876349577e-30,2.506850379533629e-68,1.6273362211883524e-62,2.1666678439562315e-88,7.468888609592386e-64,3.0078715901688452e-12,3.370480008481835e-05,0.010091879005585688,5.177377057154419e-05,55.55976738304392,2.500759649570205e-05,1.6061882005566547e-18,1.0340347467492618e-28,5.845408661736709e-63,1.1109611441583666e-05,6.639275458816201e-10,6.207708100635501e-17,5.627003029980149e-16,6.220830368716922e-10,0.00024756294861011185,8.879713847313901e-08,4.243050787211871e-15,5.928122583556136e-13,1.0883818451497183e-122,0.0001733014013675633,1.8756925951971652e-06,6.392177759358104e-06
4.785595128839843e-08,3.359764518381897e-17,1.3177378901807593e-14,8.435713494180596e-05,0.009915616268349301,1.3298347846365726e-08,5.091963821481095e-12,2.6588507755483432e-08,8.701384726059114e-24,1.2884899116309529e-17,4.568781685412067e-128,2.131126522002276e-59,2.540114595317382e-97,2.046091846947418e-117,2.511989576132097e-33,8.001536638978682e-31,1.9806658132752436e-30,2.9988513271513536e-68,1.9318283835842856e-62,2.6602028463053736e-88,8.866845700230635e-64,3.1224351357507107e-12,3.373306962742578e-05,0.010092741032826806,5.222189613654143e-05,55.55976555140468,2.5236955147307845e-05,1.66937076614415e-18,1.1195429625663276e-28,6.941365770613162e-63,1.1211309104098884e-05,6.691942785299582e-10,6.417665986782241e-17,5.720371082347549e-16,6.267878407222924e-10,0.00024748929687651766,8.904938579074291e-08,4.343157733194209e-15,5.971799286769831e-13,1.4633351130616902e-122,0.00017461778923257487,1.8756149470492069e-06,6.391345342701647e-06
